Approved symbol	Ensembl ID(supplied by Ensembl)
MIR5188	ENSG00000265345
MIR4291	ENSG00000265347
LINC01899	ENSG00000265352
TIMM23	ENSG00000265354
MIR3136	ENSG00000265355
MIR4493	ENSG00000265357
GLUD1P2	ENSG00000265366
MIR4476	ENSG00000265368
PCAT18	ENSG00000265369
MIR4682	ENSG00000265370
MIR4675	ENSG00000265372
MIR3180-2	ENSG00000265373
LINC01908	ENSG00000265374
MIR4679-2	ENSG00000265375
MIR466	ENSG00000265376
RN7SL219P	ENSG00000265386
RN7SL391P	ENSG00000265388
MIR4999	ENSG00000265390
MIR4252	ENSG00000265392
MIR3944	ENSG00000265395
MIR3128	ENSG00000265396
RSL24D1P9	ENSG00000265402
MIR4324	ENSG00000265407
RN7SL656P	ENSG00000265411
MIR4261	ENSG00000265418
MIR4779	ENSG00000265420
MIR4684	ENSG00000265422
MIR4652	ENSG00000265423
MIR4782	ENSG00000265429
MIR4308	ENSG00000265432
MIR4447	ENSG00000265433
MIR3121	ENSG00000265435
RN7SL811P	ENSG00000265439
MIR3941	ENSG00000265442
MIR4733	ENSG00000265444
MIR4502	ENSG00000265450
MIR3682	ENSG00000265452
MIR3672	ENSG00000265456
MIR3680-1	ENSG00000265462
MIR4768	ENSG00000265465
POLR3KP2	ENSG00000265469
MIR548AQ	ENSG00000265470
DTX2P1-UPK3BP1-PMS2P11	ENSG00000265479
KRT18P55	ENSG00000265480
MIR4443	ENSG00000265483
LINC01915	ENSG00000265485
RN7SL518P	ENSG00000265486
RNF115	ENSG00000265491
MIR3156-2	ENSG00000265499
MIR1269B	ENSG00000265503
MIR4435-1	ENSG00000265507
MIR4436A	ENSG00000265510
LINC01892	ENSG00000265514
MIR548V	ENSG00000265520
MIR5697	ENSG00000265521
MIR4304	ENSG00000265526
MIR5690	ENSG00000265527
FCGR1CP	ENSG00000265531
RN7SL475P	ENSG00000265535
MIR3180-1	ENSG00000265537
MIR4421	ENSG00000265538
MIR3164	ENSG00000265539
H3F3BP2	ENSG00000265541
LINC01903	ENSG00000265555
LINC01984	ENSG00000265556
MIR3918	ENSG00000265558
RN7SL652P	ENSG00000265559
MIR1268B	ENSG00000265561
PIGPP4	ENSG00000265564
MIR3143	ENSG00000265565
RN7SL605P	ENSG00000265566
WDR45BP1	ENSG00000265574
MIR3978	ENSG00000265584
MIR5708	ENSG00000265588
NPM1P45	ENSG00000265593
MIR4756	ENSG00000265595
MIR3659	ENSG00000265596
MIR5707	ENSG00000265598
MIR4471	ENSG00000265599
MIR4695	ENSG00000265606
MIR4539	ENSG00000265612
MIR548AG2	ENSG00000265617
MIR3139	ENSG00000265623
BNIP3P3	ENSG00000265631
MIR3612	ENSG00000265635
MIR3929	ENSG00000265641
TUFMP1	ENSG00000265646
RN7SL279P	ENSG00000265648
MIR548AK	ENSG00000265653
MIR3151	ENSG00000265657
MIR3690	ENSG00000265658
MIR4664	ENSG00000265660
RARA-AS1	ENSG00000265666
MIR548AJ1	ENSG00000265669
MIR4508	ENSG00000265673
RN7SL708P	ENSG00000265675
RPL17	ENSG00000265681
MIR4267	ENSG00000265682
SYPL1P2	ENSG00000265683
RN7SL378P	ENSG00000265684
MAFG-DT	ENSG00000265688
MIR4460	ENSG00000265691
LINC01970	ENSG00000265692
MIR4774	ENSG00000265694
LARP7P3	ENSG00000265698
MIR548AE2	ENSG00000265699
SNORD53B	ENSG00000265706
MIR4681	ENSG00000265719
MIR4284	ENSG00000265724
MIR3144	ENSG00000265725
RN7SL648P	ENSG00000265727
SNORA74C-1	ENSG00000265733
MIR4438	ENSG00000265734
RN7SL5P	ENSG00000265735
RN7SL339P	ENSG00000265740
MIR4427	ENSG00000265744
RN7SL375P	ENSG00000265745
KYNUP2	ENSG00000265746
RN7SL444P	ENSG00000265753
LINC01900	ENSG00000265758
ZNF488	ENSG00000265763
CXADRP3	ENSG00000265766
MIR4506	ENSG00000265768
MIR3670-3	ENSG00000265776
RN7SL624P	ENSG00000265777
LINC01906	ENSG00000265786
CYP4F35P	ENSG00000265787
NOS2P1	ENSG00000265788
MIR4330	ENSG00000265789
RNASEH1P1	ENSG00000265790
MIR3118-4	ENSG00000265793
RN7SL49P	ENSG00000265802
MIR4292	ENSG00000265806
SEC22B	ENSG00000265808
MIR3907	ENSG00000265810
RN7SL300P	ENSG00000265813
RN7SL376P	ENSG00000265814
FSBP	ENSG00000265817
EEF1E1-BLOC1S5	ENSG00000265818
MIR3177	ENSG00000265820
MIR4422	ENSG00000265822
MIR3939	ENSG00000265828
MIR548AG1	ENSG00000265829
MIR3123	ENSG00000265831
CCND3P2	ENSG00000265836
MIR548X	ENSG00000265841
LINC01029	ENSG00000265843
MIR4276	ENSG00000265846
MIR4287	ENSG00000265847
MIR3689D1	ENSG00000265848
MIR4797	ENSG00000265850
MIR4514	ENSG00000265855
MIR5704	ENSG00000265859
MIR4495	ENSG00000265861
MIR4516	ENSG00000265867
MIR3174	ENSG00000265871
MIR3689A	ENSG00000265872
MIR4289	ENSG00000265873
MIR4489	ENSG00000265874
MIR3914-1	ENSG00000265878
MIR4748	ENSG00000265879
PDLIM1P2	ENSG00000265881
RN7SL73P	ENSG00000265882
RN7SL783P	ENSG00000265885
DSCAS	ENSG00000265888
RN7SL311P	ENSG00000265892
RN7SL357P	ENSG00000265894
MIR4696	ENSG00000265902
RN7SL96P	ENSG00000265905
MIR3685	ENSG00000265917
RN7SL543P	ENSG00000265918
MIR4280	ENSG00000265919
MIR5692C1	ENSG00000265924
MIR5195	ENSG00000265929
MIR3146	ENSG00000265932
LINC00668	ENSG00000265933
ARL2BPP1	ENSG00000265934
UBE2CP2	ENSG00000265939
RN7SL577P	ENSG00000265942
LINC01387	ENSG00000265944
MIR4749	ENSG00000265954
MIR4445	ENSG00000265956
MIR4319	ENSG00000265957
GACAT2	ENSG00000265962
MIR4266	ENSG00000265965
TXNIP	ENSG00000265972
MIR4725	ENSG00000265976
MIR544B	ENSG00000265981
MIR4735	ENSG00000265986
MIR4519	ENSG00000265991
ESRG	ENSG00000265992
MIR5694	ENSG00000265993
MIR3671	ENSG00000265996
MIR4488	ENSG00000266006
GATA6-AS1	ENSG00000266010
MIR4764	ENSG00000266012
LINC02079	ENSG00000266013
MIR4309	ENSG00000266015
MIR548Z	ENSG00000266016
MIR4477B	ENSG00000266017
MIR3609	ENSG00000266019
SRGAP2	ENSG00000266028
MIR4659A	ENSG00000266038
MIR4509-2	ENSG00000266039
MIR4690	ENSG00000266041
MIR3649	ENSG00000266043
MIR4500	ENSG00000266052
NDUFV2-AS1	ENSG00000266053
RN7SL140P	ENSG00000266059
MIR4771-2	ENSG00000266063
POLRMTP1	ENSG00000266066
MIR3617	ENSG00000266071
MIR5693	ENSG00000266072
BAHCC1	ENSG00000266074
RN7SL574P	ENSG00000266075
MIR4432	ENSG00000266078
SNORA59B	ENSG00000266079
RASSF5	ENSG00000266094
MIR5192	ENSG00000266097
MIR5700	ENSG00000266099
MIR4326	ENSG00000266104
MIR4525	ENSG00000266107
MIR4440	ENSG00000266109
MIR4423	ENSG00000266110
FBXO36P1	ENSG00000266117
MIR5587	ENSG00000266124
ZNF415P1	ENSG00000266127
RN7SL366P	ENSG00000266128
SRP68P1	ENSG00000266129
MIR4759	ENSG00000266133
MIR4435-2	ENSG00000266139
MIR4533	ENSG00000266140
MIR4654	ENSG00000266144
RHOT1P1	ENSG00000266145
MIR5190	ENSG00000266146
MIR5583-1	ENSG00000266148
MIR4711	ENSG00000266150
MIR3646	ENSG00000266151
RN7SL785P	ENSG00000266158
RN7SL612P	ENSG00000266160
YWHAEP2	ENSG00000266162
RN7SL557P	ENSG00000266166
MIR3147	ENSG00000266168
STRADA	ENSG00000266173
MIR4666A	ENSG00000266174
MIR4282	ENSG00000266180
EIF4A3P1	ENSG00000266181
RN7SL804P	ENSG00000266185
RN7SL480P	ENSG00000266187
MIR3186	ENSG00000266189
MIR1260B	ENSG00000266192
MIR4661	ENSG00000266194
RN7SL163P	ENSG00000266195
PNLIPRP2	ENSG00000266200
SS18L2P2	ENSG00000266201
MIR5585	ENSG00000266203
MIR5589	ENSG00000266204
MIR3926-1	ENSG00000266206
RN7SL371P	ENSG00000266210
MIR3156-3	ENSG00000266211
MIR3167	ENSG00000266215
CTSLP2	ENSG00000266217
MIR4323	ENSG00000266226
NPM1P2	ENSG00000266227
MIR3611	ENSG00000266228
MIR3178	ENSG00000266232
MIR3176	ENSG00000266235
NARF-IT1	ENSG00000266236
MIR5091	ENSG00000266240
GRAMD4P7	ENSG00000266242
MIR4279	ENSG00000266243
MIR4644	ENSG00000266245
COX6CP3	ENSG00000266251
MIR4475	ENSG00000266255
LINC00683	ENSG00000266256
LINC01909	ENSG00000266258
MIR4428	ENSG00000266262
KLF14	ENSG00000266265
RN7SL138P	ENSG00000266274
MIR4743	ENSG00000266276
LINC01910	ENSG00000266278
UBL5P2	ENSG00000266282
MIR3683	ENSG00000266287
MIR3180-3	ENSG00000266291
ARIH2P1	ENSG00000266296
MIR744	ENSG00000266297
MIR3118-1	ENSG00000266299
LIVAR	ENSG00000266304
MIR4518	ENSG00000266305
MIR5093	ENSG00000266307
RN7SL510P	ENSG00000266308
LINC01927	ENSG00000266312
MIR4668	ENSG00000266315
RN7SL703P	ENSG00000266317
MIR5692A1	ENSG00000266318
MIR3909	ENSG00000266320
MIR4293	ENSG00000266321
MIR4663	ENSG00000266324
MIR3665	ENSG00000266325
MIR4503	ENSG00000266327
MIR4536-2	ENSG00000266328
MIR4281	ENSG00000266329
NBPF15	ENSG00000266338
MIR4776-1	ENSG00000266354
LINC02074	ENSG00000266357
MIR3657	ENSG00000266370
MIR5002	ENSG00000266383
MIR4740	ENSG00000266392
MIR4273	ENSG00000266396
SNHG25	ENSG00000266402
MIR3157	ENSG00000266407
NCOA4	ENSG00000266412
MIR4636	ENSG00000266415
MIR4424	ENSG00000266417
RN7SL118P	ENSG00000266420
MIR4451	ENSG00000266421
MIR3163	ENSG00000266423
MIR4719	ENSG00000266426
MIR5580	ENSG00000266431
TBC1D3P5	ENSG00000266433
MIR4264	ENSG00000266436
MIR4746	ENSG00000266437
RN7SL493P	ENSG00000266439
NARF-AS1	ENSG00000266445
MIR3713	ENSG00000266449
MIR3179-3	ENSG00000266454
MIR4259	ENSG00000266458
MIR2392	ENSG00000266461
MIR3196	ENSG00000266463
RN7SL220P	ENSG00000266467
MRPS21	ENSG00000266472
RN7SL616P	ENSG00000266477
MIR5197	ENSG00000266478
MIR4641	ENSG00000266494
RDM1P2	ENSG00000266497
MIR5681A	ENSG00000266502
RN7SL162P	ENSG00000266503
RDM1P1	ENSG00000266504
MIR4479	ENSG00000266507
MIR3201	ENSG00000266508
MIR3934	ENSG00000266509
MIR3689F	ENSG00000266514
MIR4452	ENSG00000266515
MIR4715	ENSG00000266517
MIR4268	ENSG00000266518
RAC1P1	ENSG00000266520
GDF10	ENSG00000266524
MIR4650-1	ENSG00000266525
MTCYBP13	ENSG00000266529
MIR4318	ENSG00000266530
MIR4706	ENSG00000266531
MIR3619	ENSG00000266533
SPDYE22P	ENSG00000266537
MIR5701-1	ENSG00000266545
RN7SL356P	ENSG00000266553
LINC01443	ENSG00000266554
MIR3145	ENSG00000266555
MIR4530	ENSG00000266559
EIF1P5	ENSG00000266563
MIR4418	ENSG00000266564
RN7SL377P	ENSG00000266569
MIR5579	ENSG00000266570
BOLA2P1	ENSG00000266575
MIR4254	ENSG00000266580
MIR3166	ENSG00000266581
MIR4527	ENSG00000266582
MIR4478	ENSG00000266583
MIR4512	ENSG00000266589
MIR4713	ENSG00000266593
MIR4766	ENSG00000266594
LINC01887	ENSG00000266604
LONRF2P1	ENSG00000266605
RN7SL176P	ENSG00000266610
MIR4703	ENSG00000266611
COP1P1	ENSG00000266613
MIR3692	ENSG00000266617
MIR4742	ENSG00000266618
MIR4642	ENSG00000266619
RN7SL202P	ENSG00000266627
MIR3972	ENSG00000266634
MIR4754	ENSG00000266640
MIR3677	ENSG00000266643
MIR4299	ENSG00000266645
SETP3	ENSG00000266648
MIR3126	ENSG00000266649
MIR3908	ENSG00000266655
MIR3169	ENSG00000266663
MIR4739	ENSG00000266665
MIR4325	ENSG00000266666
MIR5692C2	ENSG00000266668
MIR4297	ENSG00000266676
MIR4274	ENSG00000266690
OR4K8P	ENSG00000266693
MIR3945	ENSG00000266698
MIR4490	ENSG00000266703
MIR4498	ENSG00000266704
MIR4437	ENSG00000266705
PSMD7P1	ENSG00000266707
RN7SL48P	ENSG00000266710
MIR3149	ENSG00000266712
MYO15B	ENSG00000266714
MIR4676	ENSG00000266719
RN7SL14P	ENSG00000266720
MIR5695	ENSG00000266721
DSG1-AS1	ENSG00000266729
TBC1D29P	ENSG00000266733
GTF2IP6	ENSG00000266736
MIR4757	ENSG00000266738
MIR4708	ENSG00000266740
MIR3135A	ENSG00000266745
MIR4645	ENSG00000266750
MIR3661	ENSG00000266751
RN7SL524P	ENSG00000266754
MIR5680	ENSG00000266756
MIR3680-2	ENSG00000266758
MIR4464	ENSG00000266760
MIR3194	ENSG00000266761
RN7SL619P	ENSG00000266770
MIR4646	ENSG00000266776
SH3GL1P1	ENSG00000266777
MIR4444-2	ENSG00000266780
MIR3663	ENSG00000266782
LGALS9DP	ENSG00000266786
RN7SL7P	ENSG00000266794
MIR548H5	ENSG00000266807
MIR548AE1	ENSG00000266808
PPIAP57	ENSG00000266809
KPNA2P3	ENSG00000266820
MIR3689E	ENSG00000266827
RN7SL712P	ENSG00000266828
GAPLINC	ENSG00000266835
MIR4482	ENSG00000266852
ITM2BP1	ENSG00000266853
MIR3910-1	ENSG00000266855
RPSAP67	ENSG00000266858
RN7SL123P	ENSG00000266863
RN7SL408P	ENSG00000266875
MIR4535	ENSG00000266887
MIR4634	ENSG00000266890
AKR1B1P7	ENSG00000266899
LINC00663	ENSG00000266904
SLC25A6P4	ENSG00000266909
LINC01841	ENSG00000266913
MRPS5P4	ENSG00000266915
ZNF793-AS1	ENSG00000266916
ACTBP9	ENSG00000266920
RPSAP66	ENSG00000266943
MRPL37P1	ENSG00000266946
LINC01538	ENSG00000266952
FXYD1	ENSG00000266964
AARSD1	ENSG00000266967
OR4F8P	ENSG00000266971
FARSA-AS1	ENSG00000266975
LINC01180	ENSG00000266979
POLR3GP2	ENSG00000266984
FTLP5	ENSG00000266989
DHX40P1	ENSG00000266992
LINC01929	ENSG00000267013
LINC01532	ENSG00000267014
NTF6A	ENSG00000267019
LRRC37A16P	ENSG00000267023
TCF4-AS1	ENSG00000267028
ZNF850	ENSG00000267041
E2F3P1	ENSG00000267046
LINC01905	ENSG00000267057
PTGES3L	ENSG00000267060
UXT-AS1	ENSG00000267064
LINC02080	ENSG00000267065
NAGPA-AS1	ENSG00000267072
CCDC58P3	ENSG00000267076
ASB16-AS1	ENSG00000267080
KRT18P61	ENSG00000267083
CTBP2P7	ENSG00000267091
SLC14A2-AS1	ENSG00000267097
NTF6G	ENSG00000267099
ILF3-DT	ENSG00000267100
TBC1D3P1-DHX40P1	ENSG00000267104
ZNF561-AS1	ENSG00000267106
PCAT19	ENSG00000267107
RPL10P15	ENSG00000267119
SCAT1	ENSG00000267123
RNF157-AS1	ENSG00000267128
OR1AC1P	ENSG00000267129
HMGB3P27	ENSG00000267132
LINC01924	ENSG00000267134
LINC01842	ENSG00000267147
MIR2117HG	ENSG00000267151
CTBP2P3	ENSG00000267153
OR1M4P	ENSG00000267154
TPMTP1	ENSG00000267156
SDHDP1	ENSG00000267162
CHMP1B-AS1	ENSG00000267165
CALM2P1	ENSG00000267170
PHF5CP	ENSG00000267178
SNRPCP20	ENSG00000267182
PTP4A2P1	ENSG00000267185
ATP5MGP7	ENSG00000267189
TYMSP2	ENSG00000267190
MIR212	ENSG00000267195
MIR132	ENSG00000267200
LINC01775	ENSG00000267201
SNRPGP4	ENSG00000267203
LINC01782	ENSG00000267204
LCN6	ENSG00000267206
LINC01897	ENSG00000267209
C17orf113	ENSG00000267221
WDR7-OT1	ENSG00000267225
HNRNPA3P16	ENSG00000267233
ZNF861P	ENSG00000267235
CYP4F10P	ENSG00000267241
LINC01255	ENSG00000267252
PPIAP58	ENSG00000267258
ERVE-1	ENSG00000267259
PARD6G-AS1	ENSG00000267270
LINC01140	ENSG00000267272
MAP3K14-AS1	ENSG00000267278
TBX2-AS1	ENSG00000267280
CEBPA-DT	ENSG00000267296
RPL23AP77	ENSG00000267301
RNFT1-DT	ENSG00000267302
LINC01764	ENSG00000267308
OR4G1P	ENSG00000267310
SELENOKP1	ENSG00000267319
LINC02001	ENSG00000267321
SNHG22	ENSG00000267322
SLC25A1P5	ENSG00000267323
LINC01415	ENSG00000267325
BOLA3P2	ENSG00000267332
ASNSP6	ENSG00000267333
EIF4A2P1	ENSG00000267336
LINC01478	ENSG00000267337
LINC00906	ENSG00000267339
ZNF833P	ENSG00000267343
EIF5AP3	ENSG00000267346
GEMIN7-AS1	ENSG00000267348
SH3GL1P3	ENSG00000267352
RPL9P29	ENSG00000267355
SEC24AP1	ENSG00000267361
KCNJ2-AS1	ENSG00000267365
UPK3BL1	ENSG00000267368
ATP5MGP6	ENSG00000267376
SMCO4P1	ENSG00000267384
MIR122HG	ENSG00000267391
CYP4F9P	ENSG00000267392
DM1-AS	ENSG00000267395
TCF4-AS2	ENSG00000267402
LINC01901	ENSG00000267413
ELOCP29	ENSG00000267418
LINC01928	ENSG00000267425
DNAH17-AS1	ENSG00000267432
LINC02594	ENSG00000267440
SMUG1P1	ENSG00000267444
OR1AB1P	ENSG00000267450
LINC02073	ENSG00000267452
LINC01835	ENSG00000267453
ZNF582-AS1	ENSG00000267454
UBE2V2P2	ENSG00000267463
APOC4	ENSG00000267467
ZNF571-AS1	ENSG00000267470
ARHGAP27P2	ENSG00000267472
GLUD1P4	ENSG00000267486
LINC01837	ENSG00000267489
CIRBP-AS1	ENSG00000267493
FAM215A	ENSG00000267496
NFE2L3P1	ENSG00000267497
ZNF887P	ENSG00000267500
ZNF285	ENSG00000267508
ADAD1P2	ENSG00000267511
HMGN1P31	ENSG00000267513
LINC01855	ENSG00000267517
LINC01864	ENSG00000267522
RPSAP57	ENSG00000267524
LINC01836	ENSG00000267530
MIR497HG	ENSG00000267532
S1PR2	ENSG00000267534
LINC00868	ENSG00000267535
MTCO2P2	ENSG00000267541
STK25P1	ENSG00000267570
KRT8P5	ENSG00000267573
LINC00907	ENSG00000267586
NDUFA3P1	ENSG00000267590
LINC01926	ENSG00000267593
CYP4F24P	ENSG00000267594
RPIAP1	ENSG00000267597
LINC01028	ENSG00000267603
SNX33P1	ENSG00000267609
CGB1	ENSG00000267631
RPL7L1P5	ENSG00000267634
BNIP3P16	ENSG00000267641
MAP1LC3P	ENSG00000267647
LINC01482	ENSG00000267659
PPIAP56	ENSG00000267663
RPL17P45	ENSG00000267664
FDX2	ENSG00000267673
THA1P	ENSG00000267676
EIF5AP2	ENSG00000267679
ZNF224	ENSG00000267680
NTF6B	ENSG00000267685
LDLRAD4-AS1	ENSG00000267690
SHC1P2	ENSG00000267691
TAF9P3	ENSG00000267692
ERVK-28	ENSG00000267696
LUZP6	ENSG00000267697
FRG2LP	ENSG00000267704
RDM1P3	ENSG00000267708
EDDM13	ENSG00000267710
LINC01539	ENSG00000267712
SRSF10P1	ENSG00000267717
LINC02078	ENSG00000267719
LINC02565	ENSG00000267726
HMGB2P1	ENSG00000267736
UBE2L4	ENSG00000267741
SINHCAFP2	ENSG00000267742
RUNDC3A-AS1	ENSG00000267750
RPS10P27	ENSG00000267752
EML2-AS1	ENSG00000267757
MIR4527HG	ENSG00000267761
LINC01801	ENSG00000267767
LINC01999	ENSG00000267772
OR7E16P	ENSG00000267775
LINC01791	ENSG00000267777
LINC01533	ENSG00000267779
SLC25A36P1	ENSG00000267781
LINC01987	ENSG00000267790
WBP1LP11	ENSG00000267792
SMIM22	ENSG00000267795
LIN37	ENSG00000267796
NRBF2P1	ENSG00000267797
MAN1A2P1	ENSG00000267799
NDUFV2P1	ENSG00000267809
NDUFA7	ENSG00000267855
MZF1-AS1	ENSG00000267858
ZNF460-AS1	ENSG00000267871
ZSCAN5DP	ENSG00000267908
CCDC177	ENSG00000267909
SNX6P1	ENSG00000267920
EIF1P6	ENSG00000267938
MIR3188	ENSG00000267959
OR10B1P	ENSG00000267961
MAGEA9B	ENSG00000267978
CARD8-AS1	ENSG00000268001
PTOV1-AS1	ENSG00000268006
SSX4	ENSG00000268009
OR4G4P	ENSG00000268020
LINC01785	ENSG00000268038
NBPF12	ENSG00000268043
BNIP3P40	ENSG00000268058
NAPA-AS1	ENSG00000268061
SRP14P4	ENSG00000268062
FMR1-AS1	ENSG00000268066
OR5AH1P	ENSG00000268067
RPL22P5	ENSG00000268074
BNIP3P30	ENSG00000268079
GABRQ	ENSG00000268089
ZNF649-AS1	ENSG00000268095
ZNF725P	ENSG00000268100
CYP2G2P	ENSG00000268101
SLC6A14	ENSG00000268104
VN1R84P	ENSG00000268117
PCGF7P	ENSG00000268140
NIFKP6	ENSG00000268144
VN1R91P	ENSG00000268148
BNIP3P22	ENSG00000268174
SMIM17	ENSG00000268182
ZNF114-AS1	ENSG00000268186
OPN1MW	ENSG00000268221
EEF1A1P7	ENSG00000268222
ARL14EPL	ENSG00000268223
FKBP4P6	ENSG00000268234
TCP11X1	ENSG00000268235
IGFL1P2	ENSG00000268238
RPS29P30	ENSG00000268243
AIRN	ENSG00000268257
SIGLEC29P	ENSG00000268267
VN1R78P	ENSG00000268272
POLR3GP1	ENSG00000268295
CLEC4GP1	ENSG00000268297
LINC02560	ENSG00000268307
LINC01872	ENSG00000268318
SCGB1C2	ENSG00000268320
BNIP3P25	ENSG00000268322
LRRC2-AS1	ENSG00000268324
BNIP3P23	ENSG00000268335
SIGLEC20P	ENSG00000268336
FAM156A	ENSG00000268350
VN1R81P	ENSG00000268357
SMC5-AS1	ENSG00000268364
FENDRR	ENSG00000268388
MTCO3P42	ENSG00000268391
TRMT112P6	ENSG00000268412
MTDHP3	ENSG00000268433
BNIP3P27	ENSG00000268438
SSX2B	ENSG00000268447
BNIP3P38	ENSG00000268469
MIR4453HG	ENSG00000268471
LINC01862	ENSG00000268480
RPL7AP69	ENSG00000268483
IFNL3P1	ENSG00000268510
VN1R83P	ENSG00000268521
CYP2T3P	ENSG00000268529
LINC02135	ENSG00000268532
MTDHP4	ENSG00000268535
VN1R88P	ENSG00000268541
VN1R107P	ENSG00000268545
LINC01966	ENSG00000268580
SIGLEC18P	ENSG00000268581
VN1R80P	ENSG00000268598
MAGEA2	ENSG00000268606
IGFL2-AS1	ENSG00000268621
TEX13A	ENSG00000268629
CTAG1A	ENSG00000268651
MIMT1	ENSG00000268654
LINC00664	ENSG00000268658
LETM1P2	ENSG00000268660
WBP1LP6	ENSG00000268663
COX6CP7	ENSG00000268681
ZNF723	ENSG00000268696
BNIP3P26	ENSG00000268705
BNIP3P33	ENSG00000268717
MTCO3P39	ENSG00000268736
HSFX2	ENSG00000268738
SCGB1B2P	ENSG00000268751
LINC01081	ENSG00000268754
ADGRE4P	ENSG00000268758
RPL7P50	ENSG00000268785
VN1R87P	ENSG00000268789
VN1R90P	ENSG00000268794
LINC02132	ENSG00000268804
BNIP3P32	ENSG00000268830
OR7A1P	ENSG00000268834
SIGLEC31P	ENSG00000268847
SIGLEC22P	ENSG00000268849
ESPNP	ENSG00000268869
IGFL1P1	ENSG00000268879
PNMA6B	ENSG00000268883
PLCE1-AS1	ENSG00000268894
A1BG-AS1	ENSG00000268895
CSAG2	ENSG00000268902
VN1R92P	ENSG00000268908
CSAG3	ENSG00000268916
CT45A1	ENSG00000268940
LINC01711	ENSG00000268941
CKS1BP3	ENSG00000268942
MRPS17P1	ENSG00000268949
ERVV-2	ENSG00000268964
MIA-RAB4B	ENSG00000268975
SPANXN2	ENSG00000268988
CDC42EP3P1	ENSG00000268992
RPL22P6	ENSG00000268993
FAM236B	ENSG00000268994
VN1R82P	ENSG00000268995
MAN1B1-DT	ENSG00000268996
DNAJC19P3	ENSG00000268997
SLC6A21P	ENSG00000269009
KRT18P40	ENSG00000269012
HOMER3-AS1	ENSG00000269019
MTRNR2L12	ENSG00000269028
LINC01838	ENSG00000269037
BNIP3P24	ENSG00000269040
BNIP3P18	ENSG00000269055
CALR3	ENSG00000269058
ZNF728	ENSG00000269067
CT45A3	ENSG00000269096
TPRG1LP1	ENSG00000269097
LSP1P1	ENSG00000269099
TRABD2B	ENSG00000269113
FAM90A28P	ENSG00000269118
HNRNPA1P52	ENSG00000269119
BRI3BPP1	ENSG00000269136
ZNF209P	ENSG00000269138
LYPLA2P2	ENSG00000269153
BNIP3P13	ENSG00000269154
LINC01082	ENSG00000269186
FBXO17	ENSG00000269190
LINC00528	ENSG00000269220
RPS27AP19	ENSG00000269228
ZNF350-AS1	ENSG00000269235
RPL23AP78	ENSG00000269244
SIGLEC21P	ENSG00000269253
DNAJC19P2	ENSG00000269266
ZSCAN16-AS1	ENSG00000269293
FKBP1AP1	ENSG00000269304
MAGIX	ENSG00000269313
VN1R93P	ENSG00000269320
GOLGA2P9	ENSG00000269332
IKBKG	ENSG00000269335
ZNF587B	ENSG00000269343
VN1R85P	ENSG00000269345
PTOV1-AS2	ENSG00000269352
LINC01233	ENSG00000269364
RAB11B-AS1	ENSG00000269386
SPIB	ENSG00000269404
NXF2	ENSG00000269405
LINC01224	ENSG00000269416
PLA2G4C-AS1	ENSG00000269420
BNIP3P8	ENSG00000269431
OPN1MW3	ENSG00000269433
NXF2B	ENSG00000269437
ERVK9-11	ENSG00000269486
DMRTC1	ENSG00000269502
ZNF92P2	ENSG00000269505
BNIP3P34	ENSG00000269509
CYP4F23P	ENSG00000269516
ERVV-1	ENSG00000269526
CLIC4P2	ENSG00000269546
OR7A8P	ENSG00000269552
TMEM185A	ENSG00000269556
GPR32P1	ENSG00000269565
MTDHP5	ENSG00000269575
HNRNPMP2	ENSG00000269576
SIGLEC27P	ENSG00000269580
TDGF1P7	ENSG00000269584
CT45A10	ENSG00000269586
RPARP-AS1	ENSG00000269609
MTDHP2	ENSG00000269615
TP53TG3HP	ENSG00000269622
RPL12P41	ENSG00000269637
NOP53-AS1	ENSG00000269656
BNIP3P39	ENSG00000269662
OR7A18P	ENSG00000269678
FKBP4P2	ENSG00000269692
ZIM2	ENSG00000269699
NBPF9	ENSG00000269713
CCDC194	ENSG00000269720
WBP1LP7	ENSG00000269732
BNIP3P29	ENSG00000269742
SLC25A53	ENSG00000269743
EXOSC3P2	ENSG00000269763
DPPA5P1	ENSG00000269776
MIR1470	ENSG00000269782
OR7A3P	ENSG00000269787
SSX4B	ENSG00000269791
ZIM2-AS1	ENSG00000269793
PLEKHA3P1	ENSG00000269800
BICRA-AS1	ENSG00000269806
SCGB2B3P	ENSG00000269811
KCNQ1OT1	ENSG00000269821
ZNF528-AS1	ENSG00000269834
IPO5P1	ENSG00000269837
RNF225	ENSG00000269855
EGLN2	ENSG00000269858
VN1R79P	ENSG00000269885
ARHGAP19-SLIT1	ENSG00000269891
SNHG8	ENSG00000269893
COMMD3-BMI1	ENSG00000269897
MAP2K4P1	ENSG00000269904
PTMAP11	ENSG00000269907
FAM226B	ENSG00000269911
DDIT4-AS1	ENSG00000269926
PCF11-AS1	ENSG00000269939
MIRLET7A1HG	ENSG00000269946
FMC1-LUC7L2	ENSG00000269955
MKNK1-AS1	ENSG00000269956
SPACA6P-AS	ENSG00000269959
MEI4	ENSG00000269964
ZNF559-ZNF177	ENSG00000270011
BMS1P7	ENSG00000270025
MIR222HG	ENSG00000270069
TSPY6P	ENSG00000270073
GAS5-AS1	ENSG00000270084
LDHAL6EP	ENSG00000270098
TSNAX-DISC1	ENSG00000270106
VTRNA2-1	ENSG00000270123
